angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,racePos,rpm,speedX,speedY,speedZ,trackPos,z,opponent_0,opponent_1,opponent_2,opponent_3,opponent_4,opponent_5,opponent_6,opponent_7,opponent_8,opponent_9,opponent_10,opponent_11,opponent_12,opponent_13,opponent_14,opponent_15,opponent_16,opponent_17,opponent_18,opponent_19,opponent_20,opponent_21,opponent_22,opponent_23,opponent_24,opponent_25,opponent_26,opponent_27,opponent_28,opponent_29,opponent_30,opponent_31,opponent_32,opponent_33,opponent_34,opponent_35,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,wheelSpinVel_0,wheelSpinVel_1,wheelSpinVel_2,wheelSpinVel_3,focus_0,focus_1,focus_2,focus_3,focus_4
1.74846e-007,-0.762,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.742,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.722,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.702,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.682,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.662,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.642,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.622,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.602,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.582,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.562,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.542,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.522,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.502,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.482,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.462,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.442,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.422,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.402,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.382,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.362,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.342,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.322,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.302,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.282,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.262,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.242,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.222,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.202,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.182,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.162,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.142,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.122,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.102,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.082,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.062,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.042,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,-0.022,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000605693,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,0.018,0,3160.83,0,94,0,0,1,942.478,0,0,-0.000728175,-0.333334,0.345263,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,200,200,200,200,143.269
1.74846e-007,0.038,0,3160.83,0,94,1,0,1,942.478,0,0,-0.000777679,-0.333334,0.345262,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,0.058,0,3160.83,0,94,1,0,1,942.478,0,0,-0.000787649,-0.333334,0.345261,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,0.078,0,3160.83,0,94,1,0,1,942.478,0,0,-0.000857622,-0.333334,0.345261,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,0.098,0,3160.83,0,94,1,0,1,942.478,0,0,-0.00082033,-0.333334,0.34526,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,0.118,0,3160.83,0,94,1,0,1,942.478,0,0,-0.000789565,-0.333334,0.345259,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
1.74846e-007,0.138,0,3160.83,0,94,1,0,1,942.478,0,0,-0.000818238,-0.333334,0.345259,200,200,11.1804,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,10,10.3528,11.547,14.1421,20,29.2381,38.6371,57.5878,114.737,200,57.3684,28.7938,19.3185,14.619,9.99999,7.07106,5.7735,5.17638,5,0,0,0,0,-1,-1,-1,-1,-1
